average_gas_used,average_value_sent,days_active,days_since_last_transactions,from,transaction_count,unique_address,value_sent,wallet_age_days,cluster,agg_cluster_labels,dbscan_cluster,mb_kmeans_cluster,churn_risk,user_tier,engagement_diversity
300148.6045736424,0.3494504962576656,31,0,0x84f877603fde9af5a08494526b4718c7fac5afda,12900,40,4507.911401723886,3,2.0,3,-1,1,Low Risk,Power User,Moderate Diversity
70140.07698014213,0.0,6,2,0xf390c332106cfbcdc6c3ba9933ff01513e3bde9e,12133,2,0.0,16,2.0,3,-1,4,Low Risk,Casual,Single Game
425810.78732122714,0.0,31,0,0xc4d26c6e040d7cf30df4a97659b87dc5028dbf5b,11957,3,0.0,3,2.0,3,-1,1,Low Risk,Casual,Single Game
66113.32956447879,1.4661734090698293e-05,31,0,0x5553eb65500ba2d7d16d3b7628518290a34860e7,11940,3,0.1750611050429376,3,2.0,3,-1,1,Low Risk,Casual,Single Game
77016.97124769627,0.0,27,0,0xe500e441df4b3331884e8c8021093b00d264c3c9,11373,2,0.0,5,2.0,3,-1,1,Low Risk,Casual,Single Game
52037.42855778687,0.0001243197230181,23,0,0xf52cedf3afdcabcb4cd4c51ccd94ae05990b49ca,10470,16,1.3016275,11,2.0,3,-1,4,Low Risk,Casual,Moderate Diversity
67706.29479350148,0.0,16,0,0x90a0ad795a9d18caafc515649e34fee683d6d392,9661,1,0.0,18,2.0,3,-1,4,Low Risk,Casual,Single Game
67706.25859213427,0.0,16,0,0xca59f1e3c233d011e37f1168a4e6aa77faa005a8,9660,1,0.0,18,2.0,3,-1,4,Low Risk,Casual,Single Game
67708.0685826953,0.0012619433186765,17,0,0x677551a5870d7a7f8915ef6dc24a3b0e4b2f1c5b,9638,2,12.162609705404249,14,2.0,3,-1,4,Low Risk,Casual,Single Game
89610.15200913267,0.0052587308391008,31,0,0x4a1f7fabef0ca332632dabd1c3604dba0a62b6b2,9631,6,50.64683671138029,3,2.0,3,-1,1,Low Risk,Casual,Low Diversity
67736.09460359925,0.0,16,15,0x5c7372c1653d3faadf2a68b307b5690b76d479e4,9006,3,0.0,3,2.0,3,-1,3,High Risk,Casual,Single Game
150360.60915454006,0.0,31,0,0x67c70f4f3adc9776b6c5beaf49b2776a37dc9b03,9001,1,0.0,3,2.0,3,-1,1,Low Risk,Casual,Single Game
35689.20060047059,0.5129616409336107,29,0,0x2a38956ff4645ff5b58d1ebc0a48db63f1ff2490,8993,219,4613.064036915961,3,2.0,4,-1,0,Low Risk,Power User,High Diversity
67768.8488753529,0.0,16,15,0xa7ca7cb79b446946aa08ab4ecaa2ff22556da460,8536,3,0.0,3,2.0,3,-1,3,High Risk,Casual,Single Game
67793.42741935585,0.0008756829266092,16,15,0xb69ab7a2f7f1aa6540d2b5ee49c23df51592630d,8060,3,7.058004388470951,3,2.0,3,-1,3,High Risk,Casual,Single Game
27874.657193157775,0.00430060693665,29,0,0x10e25343548deb4aec9f7d299acfeb0a5d58e99e,7952,305,34.19842636024132,4,2.0,4,-1,0,Low Risk,Casual,High Diversity
21032.981199052625,0.0028828434841248,25,2,0x3dfac4258cc3dfb68fab4e2a203309013b0afd49,7606,305,21.926907540253776,4,2.0,4,-1,0,Low Risk,Casual,High Diversity
80106.2555555548,0.0002726389053813,29,0,0xf9e052209adb704d5c32e5e5b5935d6c75647dbe,6930,5,1.8893876142928976,3,2.0,3,0,1,Low Risk,Casual,Single Game
33210.468479999385,0.0076496061048012,21,4,0xed2ddb1e6f371dd1842fd0e9a7f3397de7ac3ce7,6250,346,47.81003815500796,4,2.0,4,-1,0,Medium Risk,Casual,High Diversity
34983.39647435811,0.0127840971456938,17,0,0x79ebd06718088e3b8de6aab46053083768d5dfea,6240,304,79.77276618912974,4,2.0,4,-1,0,Low Risk,Casual,High Diversity
358671.54745110695,0.0019183050602751,31,0,0xf6fa1ac1a21fbe6ee57d1b893e4d488850cfa9ce,6238,2,11.96638696599617,3,2.0,3,0,1,Low Risk,Casual,Single Game
359998.8861814695,0.0019055819078447,31,0,0xcad3f59d0fa4da05e15202b4d69884453180dde6,6238,2,11.887019941135613,3,2.0,3,0,1,Low Risk,Casual,Single Game
361616.0517794176,0.0019465770129218,31,0,0x222a572019f4ff30e2764ba4e2aa9d6c621f2947,6238,2,12.14274740660635,3,2.0,3,0,1,Low Risk,Casual,Single Game
356565.1017954475,0.0018946961701437,31,0,0x06cef7413526b3023c0b2a6c4e4caa3612e9ac16,6238,2,11.819114709356803,3,2.0,3,0,1,Low Risk,Casual,Single Game
363395.5760782444,0.0019543880126568,31,0,0x21ccf40ea65cc5342ec3eefdc4897bc958f4685c,6237,2,12.189518034940669,3,2.0,3,0,1,Low Risk,Casual,Single Game
362670.39265672717,0.0019377197793214,31,0,0x2e85c64834761a01ea918b4c0c498ee65ff44cf1,6237,2,12.085558263628032,3,2.0,3,0,1,Low Risk,Casual,Single Game
359189.6955266964,0.0019495469772024,31,0,0xf71f94ea056a3ec521ff031311d4fab523f438b3,6237,2,12.159324496811744,3,2.0,3,0,1,Low Risk,Casual,Single Game
367306.381112715,0.001990311598998,31,0,0x582a8b23299bbb7bb39150a5ba3f9d6e1709892e,6237,2,12.413573442950993,3,2.0,3,0,1,Low Risk,Casual,Single Game
358263.9972743325,0.001924061357331,31,0,0x66cc7de2ef3632ee01559121a8fe4082ce0c131b,6237,2,12.000370685673548,3,2.0,3,0,1,Low Risk,Casual,Single Game
360077.3071989749,0.001941599176227,31,0,0xde0d6157a4d36ea56a0a7ea5b47fa439085d84da,6237,2,12.109754062128395,3,2.0,3,0,1,Low Risk,Casual,Single Game
361093.0373577056,0.0019611351967947,31,0,0xcc6351fdfdc242c80010e16cd1cc228251a57a72,6237,2,12.231600222408566,3,2.0,3,0,1,Low Risk,Casual,Single Game
364835.6918390248,0.0019718054400228,31,0,0x79a42a4aab4b9884ad4ed4fa4fdf384942ad140d,6237,2,12.298150529422406,3,2.0,3,0,1,Low Risk,Casual,Single Game
358240.00913901126,0.0019325715468844,31,0,0xeef72b050607f6587619d198c4e24685aa5a8b6b,6237,2,12.053448737918163,3,2.0,3,0,1,Low Risk,Casual,Single Game
367967.3989097342,0.0019603059785976,31,0,0x7584a1471fadd4687b82966fb98a1a5fd27862ff,6237,2,12.226428388513318,3,2.0,3,0,1,Low Risk,Casual,Single Game
365780.82539682573,0.0019924367229949,31,0,0xb6ee488b3dcab9a0321027ccf66379929db3b5dc,6237,2,12.426827841319335,3,3.0,3,0,1,Low Risk,Casual,Single Game
364778.1645285462,0.0019572347782449,31,0,0x9d3a399a14cc23e4b46a859ed46d1903acf0ddf1,6236,2,12.20531607713573,3,2.0,3,0,1,Low Risk,Casual,Single Game
368064.8438101365,0.0019853685341186,31,0,0xe3c96fad02b92194debbb7b94bc20c31e1773d94,6236,3,12.380758178764207,3,2.0,3,0,1,Low Risk,Casual,Single Game
362468.03127004526,0.0019383477789674,31,0,0x4b9c54876f28d1d879974ea39cb6b85f406d885a,6236,2,12.087536749640847,3,3.0,3,0,1,Low Risk,Casual,Single Game
361811.09701732115,0.001958855048799,31,0,0x55bc597854e55a63ded32b4a1be8e0f0c892de96,6236,2,12.215420084311162,3,0.0,3,0,1,Low Risk,Casual,Single Game
362377.4273572803,0.0019613885467447,31,0,0xfa639db06fff8cca8488b0673d4947ae5f4ec517,6236,2,12.231218977500326,3,2.0,3,0,1,Low Risk,Casual,Single Game
359401.1587556142,0.0019233796586324,31,0,0x718e657fc95cb11aa89e5456b243a2ad0bd4320f,6236,2,11.994195551231924,3,2.0,3,0,1,Low Risk,Casual,Single Game
363351.1079217465,0.0019376369449016,31,0,0x0435a94ff779caff6a9e074242a2ae4aeab90ba2,6236,2,12.083103988406496,3,4.0,3,0,1,Low Risk,Casual,Single Game
360016.51860166795,0.0019326425475914,31,0,0x12f5a57b801c5260786ae1e3913d1deda3327dca,6236,2,12.051958926780095,3,2.0,3,0,1,Low Risk,Casual,Single Game
360726.9201411176,0.0019475512665687,31,0,0x62733e856163a8b95b637eca317319ed58e63906,6236,2,12.144929698322562,3,0.0,3,0,1,Low Risk,Casual,Single Game
356935.0011225163,0.0019236930955868,31,0,0xe6e0e4b4d5bc17e2e7c0a1a8aeebb828093e6648,6236,2,11.996150144079774,3,0.0,3,0,1,Low Risk,Casual,Single Game
363001.5344772294,0.0019699752368702,31,0,0x0899728643db374900bf7742f89d78924a51498b,6236,2,12.284765577122949,3,0.0,3,0,1,Low Risk,Casual,Single Game
358074.7682437856,0.0019091901631083,31,0,0xff522650d5bb9bbcb7647c8f9c60028072cd6701,6235,2,11.903800666980334,3,2.0,3,0,1,Low Risk,Casual,Single Game
358387.83175621775,0.0019202220672986,31,0,0xf8c6d46a1a3b64744916ad30207be1a6993e5344,6235,2,11.972584589606832,3,0.0,3,0,1,Low Risk,Casual,Single Game
363049.49141940754,0.0019339717684085,31,0,0x0f480848cdf7bc4a14bb6902357bafaa7f7d00fa,6235,2,12.058313976027078,3,0.0,3,0,1,Low Risk,Casual,Single Game
362275.9717722534,0.0020185040543582,31,0,0xd2c682a486b47820a4d59358cd5db044a3e5eff7,6235,2,12.585372778923617,3,1.0,3,0,1,Low Risk,Casual,Single Game
360785.6747393758,0.001973983929913,31,0,0x439baf514fdc1638721b5676e52e30231e7172dd,6235,2,12.307789803008037,3,3.0,3,0,1,Low Risk,Casual,Single Game
358714.3645549328,0.0019481058624955,31,0,0xc5c8d37a73d96a925f770b5481f719df8d1a1b9e,6235,2,12.146440052659855,3,0.0,3,0,1,Low Risk,Casual,Single Game
362791.43688853446,0.0019468259102312,31,0,0x399838695cacf5bb5f3affac9f77a234596f2f37,6235,2,12.138459550291817,3,0.0,3,0,1,Low Risk,Casual,Single Game
361437.16118684853,0.0019157679418826,31,0,0xbf2528435dd1dbeab037c2f6a80cff880d7e8af5,6235,2,11.944813117638024,3,3.0,3,0,1,Low Risk,Casual,Single Game
361926.92782678426,0.0019562248486637,31,0,0xa101bb0aed50165b1f0d2d2b9348f13a3d69e46d,6235,2,12.197061931418574,3,3.0,3,0,1,Low Risk,Casual,Single Game
358398.77481956733,0.001937249264114,31,0,0x6fcd850283d67d90c6b1612051a9c810e50eab7c,6235,2,12.078749161751302,3,0.0,3,0,1,Low Risk,Casual,Single Game
366640.8562951093,0.0019685046597068,31,0,0x83a26b90b9717ea3092fd5aca49c1bdcf1e0d52d,6235,2,12.273626553271937,3,0.0,3,0,1,Low Risk,Casual,Single Game
360100.5987169216,0.0019390127896266,31,0,0x3945dd1a63c63f48a7e510dec84b723da4133ca3,6235,2,12.089744743322091,3,0.0,3,0,1,Low Risk,Casual,Single Game
359792.64987971203,0.0019176936255205,31,0,0xfc60261b8dceb5703631468f6466d9333c08c10c,6235,2,11.956819755120444,3,0.0,3,0,1,Low Risk,Casual,Single Game
363676.2178027275,0.0019656154183756,31,0,0x40b93fd3087bbd8a6929e723d92a5fb9a133120a,6235,2,12.255612133572118,3,0.0,3,0,1,Low Risk,Casual,Single Game
358529.38027265517,0.0023137132621455,31,0,0xd8d15de420cf5d9427430a7700314942958108a5,6235,2,14.426002189477687,3,0.0,3,0,1,Low Risk,Casual,Single Game
360196.5035290368,0.0019652230195291,31,0,0x4b2d1069bdc7cf3b365a7a37094d6b649283f87f,6234,2,12.251200303744788,3,0.0,3,0,1,Low Risk,Casual,Single Game
362977.0338466474,0.0019437145293897,31,0,0x3514ff100b62279cf2a8f23f1b26a9b61fe605c3,6234,2,12.11711637621548,3,0.0,3,0,1,Low Risk,Casual,Single Game
362534.9489894141,0.0019529862957299,31,0,0x74d05068b479132e2aa457b26e56d40ea2e16079,6234,2,12.174916567580617,3,0.0,3,0,1,Low Risk,Casual,Single Game
362193.4592556944,0.0019647197354128,31,0,0xe5abe32e39fbb4c99f214004a2f1ebe67b84f74e,6234,2,12.248062830563535,3,0.0,3,0,1,Low Risk,Casual,Single Game
358164.7919473857,0.0019409470736118,31,0,0x68843299e0d1eb92c1aa2c5a41593b8896a01eea,6234,2,12.09986405689597,3,1.0,3,0,1,Low Risk,Casual,Single Game
359605.89749759407,0.0019128195637366,31,0,0x643e175a860f8c190cccb976ddd5d39cc4308cd6,6234,2,11.924517160334323,3,0.0,3,0,1,Low Risk,Casual,Single Game
367760.84793070494,0.0019799881764735,31,0,0x59d7458a65e24e93c9e6067575079ec331ff6f20,6234,2,12.343246292136085,3,0.0,3,0,1,Low Risk,Casual,Single Game
361525.069778635,0.0019399925731777,31,0,0xa5117a7ab4d40fa3e617bbfd99acb8ad697a3403,6234,2,12.093913701189996,3,0.0,3,0,1,Low Risk,Casual,Single Game
361521.62576195196,0.00194766944537,31,0,0xefdc33da3b967c4b32e2574ae867eed823bb406c,6234,2,12.141771322437052,3,0.0,3,0,1,Low Risk,Casual,Single Game
362245.39444979216,0.0019424866083095,31,0,0x0b39718cf1b1129a98679ff6285adb68cbf6556a,6234,2,12.109461516201833,3,0.0,3,0,1,Low Risk,Casual,Single Game
357428.08918832394,0.0019280414291319,31,0,0x3f7464987083dd9fae8c63d6d6ca893971bdccab,6234,2,12.019410269208318,3,0.0,3,0,1,Low Risk,Casual,Single Game
361047.8391081186,0.001946478763389,31,0,0x0809425b9e6ee02a581004b589d778284d5b8b73,6234,2,12.134348610967104,3,0.0,3,0,1,Low Risk,Casual,Single Game
358594.7274623044,0.0019227915077586,31,0,0x76da8caafbf5df89964406cd58471ce7bc8dc8e0,6234,2,11.986682259367289,3,0.0,3,0,1,Low Risk,Casual,Single Game
361923.54379211087,0.0019440040087799,31,0,0x0e8f79a6118cca6cb077fb9735f28f7c18c6cd58,6234,2,12.118920990734493,3,0.0,3,0,1,Low Risk,Casual,Single Game
364052.664206643,0.001973856680778,31,0,0x895c4093e3b20007fe95eac8b489e5666a2342e6,6233,2,12.303048691289892,3,0.0,3,0,1,Low Risk,Casual,Single Game
366230.5430771722,0.0019789989325928,31,0,0xdec44236f3c75df8935809b2c95b632a05849030,6233,2,12.335100346851451,3,0.0,3,0,1,Low Risk,Casual,Single Game
362118.9520295218,0.0019546701625226,31,0,0x9976bb732ed7b034ef1ba2daf06d9f35e41fc699,6233,2,12.183459123003848,3,0.0,3,0,1,Low Risk,Casual,Single Game
359168.8217551759,0.0019647120601303,31,0,0x4dcbc33351c31492bbe3931e4690bc0d304f2869,6233,2,12.246050270792349,3,0.0,3,0,1,Low Risk,Casual,Single Game
358177.4320551916,0.0019128908806279,31,0,0xacaf734833d003e6b6b89c4d9943978cddcb2a3a,6233,2,11.923048858954168,3,0.0,3,0,1,Low Risk,Casual,Single Game
360088.304508263,0.0019201658535939,31,0,0x571f326672043291213810c571393c1d969d8434,6233,2,11.968393765451362,3,0.0,3,0,1,Low Risk,Casual,Single Game
359100.5028076383,0.0019183545714394,31,0,0x35384d8f464608c7c3e012c3c3c71697ef5a1a15,6233,2,11.957104043781865,3,0.0,3,0,1,Low Risk,Casual,Single Game
357415.93726937246,0.0018933521776391,31,0,0x9c34748572d3759dacd38ad373daf4cc04ef48d8,6233,2,11.80126412322457,3,0.0,3,0,1,Low Risk,Casual,Single Game
357991.8387614312,0.0019397127382846,31,0,0xa32594f432e597fafee07de36aa84fa6908b1142,6233,2,12.090229497728185,3,0.0,3,0,1,Low Risk,Casual,Single Game
363164.1376544208,0.0019545574928935,31,0,0x3eb57d9b6fbbcf1441120cc05ed850164dbe92c0,6233,2,12.182756853205316,3,3.0,3,0,1,Low Risk,Casual,Single Game
359649.037221243,0.0019233696403091,31,0,0x5bda640779775e5a3e44198f0949a466f2ddfe52,6233,2,11.988362968046715,3,0.0,3,0,1,Low Risk,Casual,Single Game
361069.3057917563,0.0019804898037308,31,0,0x8c9268c62b1333e0ac266d61b32c0f72458d099c,6233,2,12.34439294665438,3,1.0,3,0,1,Low Risk,Casual,Single Game
355677.03160596825,0.0019046662503207,31,0,0x6c5ffb06253e4aa3072849db4ccfc433dd72639b,6233,2,11.871784738249518,3,1.0,3,0,1,Low Risk,Casual,Single Game
365254.858334671,0.0020119637058407,31,0,0x4a7fa0c7315b33a0660fd839f6d7e0c80dfa475f,6233,2,12.540569778505612,3,4.0,3,0,1,Low Risk,Casual,Single Game
365016.2427402537,0.001955807925283,31,0,0x3d57e6b5d176078c3d47f89277464cfe414fd9b4,6233,2,12.19055079828956,3,0.0,3,0,1,Low Risk,Casual,Single Game
361234.9428846477,0.0019082108584772,31,0,0x36ffc1137f8548e7468042eb45e9a7ad31561e2c,6233,2,11.893878280888762,3,4.0,3,0,1,Low Risk,Casual,Single Game
367577.2454676717,0.0020069832054373,31,0,0xea4831075c38dc8a16d621ec9391fc828f629481,6233,2,12.509526319490998,3,0.0,3,0,1,Low Risk,Casual,Single Game
360570.64671907714,0.0019313607608141,31,0,0xd2c3e78399474843b10cd3812f5e455468beec9e,6233,2,12.038171622154849,3,3.0,3,0,1,Low Risk,Casual,Single Game
363605.97080057743,0.0019541792264418,31,0,0xeb549b5ebf5735aa666cdab659b20b3dca82cd77,6233,2,12.180399118411954,3,0.0,3,0,1,Low Risk,Casual,Single Game
363861.8814375118,0.0019745809402833,31,0,0xdba7338af59043ae26f2615cc9e984ad3eec6b97,6233,2,12.307563000786114,3,1.0,3,0,1,Low Risk,Casual,Single Game
362274.7684902951,0.0019470202048949,31,0,0x4ae1e0d70b4a9e8d88793ea908c56800e9d00f11,6233,2,12.135776937110492,3,0.0,3,0,1,Low Risk,Casual,Single Game
358063.10300016124,0.0019174942161705,31,0,0x8659b5c9b7f770c2ed52ac1ccab3e9a4a6c97510,6233,2,11.95174144939078,3,0.0,3,0,1,Low Risk,Casual,Single Game
363271.5047328745,0.0019493314981756,31,0,0x57fcc0b059ed783a418450930d32bb263a826720,6233,2,12.150183228129093,3,3.0,3,0,1,Low Risk,Casual,Single Game
361020.8098828836,0.001974426484171,31,0,0xa03742f2f5b3acb7c0fe3874cc2b669797af513b,6233,2,12.3066002758382,3,0.0,3,0,1,Low Risk,Casual,Single Game
361007.4356546877,0.0019199191614094,31,0,0x5c69e7cb7ca0841272eeee8413ab2a8c34dfde91,6232,2,11.96493621390384,3,0.0,3,0,1,Low Risk,Casual,Single Game
361430.4133504516,0.0019527933842093,31,0,0xb74160d0d922c0108f65c05feb4ed9143df0df23,6232,2,12.169808370392971,3,0.0,3,0,1,Low Risk,Casual,Single Game
360792.47577021935,0.00194048552677,31,0,0x4b10ebd4b788e99473ef14abb273d4e2a7875f3c,6232,2,12.093105802830983,3,0.0,3,0,1,Low Risk,Casual,Single Game
361039.66800385126,0.0019672103286638,31,0,0x9324a4639df1b708aaa6906d192f5c031d485315,6232,2,12.259654768233013,3,0.0,3,0,1,Low Risk,Casual,Single Game
359320.09194480284,0.0019378120778379,31,0,0x9113001a64a99bc8821df607c74c793d971977d5,6232,2,12.076444869086084,3,0.0,3,0,1,Low Risk,Casual,Single Game
358597.78722721443,0.0019354013980618,31,0,0x31ab25276e97b557e016c626dcd1f8854e7399cb,6232,2,12.06142151272137,3,0.0,3,0,1,Low Risk,Casual,Single Game
365655.1607830554,0.0019801507957999,31,0,0xd6c4c7f40a128ef215532cc08e87ffbd00531525,6232,2,12.340299759425314,3,0.0,3,0,1,Low Risk,Casual,Single Game
359736.63157894893,0.0019440056756947,31,0,0x2a297018c1075e7caf80e23fc17cc84bfde983c2,6232,2,12.115043370929891,3,0.0,3,0,1,Low Risk,Casual,Single Game
359908.9433568688,0.0019505514433747,31,0,0xb6eb7b62e220e5db4e6518ba5dfcbb5af6af7d65,6232,2,12.15583659511162,3,0.0,3,0,1,Low Risk,Casual,Single Game
360881.6927150207,0.0019316423771552,31,0,0xf320bd9db29bbfc1f820769f964d5b29ba75dafa,6232,2,12.037995294431797,3,0.0,3,0,1,Low Risk,Casual,Single Game
361671.7706996141,0.0019217342955413,31,0,0x59c6842fb31383d8d44cc9329fcfa1dcf87b2e9e,6232,2,11.976248129813776,3,0.0,3,0,1,Low Risk,Casual,Single Game
356916.6854942226,0.0019075619872758,31,0,0x2f6f9909951ac9eebd6d685bc15f3631daa3d692,6232,2,11.887926304702882,3,0.0,3,0,1,Low Risk,Casual,Single Game
360007.7724646984,0.0019527205998197,31,0,0x555367db1b9c6d3500532d8c06c7a30e6447f27a,6232,2,12.169354778076734,3,0.0,3,0,1,Low Risk,Casual,Single Game
364194.18292683095,0.0019695101797467,31,0,0x7d514b6aecbfda467a2850eff9ce5ebecda682a8,6232,2,12.273987440181582,3,0.0,3,0,1,Low Risk,Casual,Single Game
359461.5270422081,0.0019481200642109,31,0,0xbe5e61b95f6137ce8cb922a347c57ada8cbe23a6,6231,2,12.13873612009835,3,0.0,3,0,1,Low Risk,Casual,Single Game
360365.5724602806,0.0019531071035463,31,0,0x3bd7f499952787fbf06c8fb2233d994016413033,6231,2,12.169810362197229,3,1.0,3,0,1,Low Risk,Casual,Single Game
359020.39110897237,0.0019445705829053,31,0,0x0aed35e346b095be3b8ace7cb3335216e5e35ea9,6231,2,12.116619302083333,3,0.0,3,0,1,Low Risk,Casual,Single Game
360255.4373294826,0.0019450280000748,31,0,0x746c6f566d0aa3e36bfc96e3c151be66e50363cb,6231,2,12.119469468466349,3,0.0,3,0,1,Low Risk,Casual,Single Game
364548.11651420436,0.0019872371427494,31,0,0x28b4df7dc9a2fd3adf055b67aed0067aa4e5691a,6231,2,12.382474636471542,3,0.0,3,0,1,Low Risk,Casual,Single Game
363061.0128390317,0.0019606185006851,31,0,0xf43d10a4ba2e115386079e186cd3cc6f9b923174,6231,2,12.21661387776946,3,0.0,3,0,1,Low Risk,Casual,Single Game
358186.32792937534,0.0019232620921003,31,0,0xac04f3f37a0874d75dd916f04386914211afd499,6230,2,11.98192283378495,3,0.0,3,0,1,Low Risk,Casual,Single Game
38022.29392764482,0.0036261580282782,23,3,0x79a4e13a69b7ba42f61066375bcaccb4924ab3cd,6192,204,22.453170511098698,3,0.0,4,-1,0,Low Risk,Casual,High Diversity
242327.9122018651,0.0,31,0,0x9f081e2ee70964971ac281b73d4f66b0ae4841e7,5786,2,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
186222.63973063472,0.0,31,0,0x50953b13f7ebbfd9835b9a4a394b3a1261afa637,5346,1,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
207390.71371882156,0.0065192743764172,28,0,0xa3d24ab3c3b628aa10b47977822440d4ab27407c,5292,7,34.5,5,0.0,3,0,1,Low Risk,Casual,Low Diversity
260229.12213595936,0.0,31,0,0xca585e09df67e83106c9bcd839c989ace537bf95,5281,1,0.0,3,3.0,3,0,1,Low Risk,Casual,Single Game
136902.03085299453,0.0,23,0,0x1322bb56ed2b4d4e4bf05347447de82ac831bd90,4959,1,0.0,3,4.0,3,0,1,Low Risk,Casual,Single Game
194879.10827629178,0.0,24,0,0x493b90553584636293dc110644883e43413f0deb,4821,1,0.0,3,4.0,3,0,1,Low Risk,Casual,Single Game
59935.43329015886,0.0084196891191709,25,0,0xfaf897041f5c00e86a5f249a10f2afaf514c4605,4632,5,39.0,3,1.0,3,0,1,Low Risk,Casual,Single Game
85533.56393297508,0.0,21,0,0x307f93a4d75e741b33fa5daaf97a3a79faf41c4f,4536,1,0.0,8,1.0,3,0,4,Low Risk,Casual,Single Game
58373.83889502439,0.0099624309392264,28,0,0xdad44694634237e7147fa34da3010f8791948031,4525,127,45.07999999999972,4,4.0,4,-1,1,Low Risk,Casual,High Diversity
76973.467039367,0.0,31,0,0x9f034dddd9c6464e827f648110dda4b6a3a42844,4293,1,0.0,3,3.0,3,0,1,Low Risk,Casual,Single Game
74575.0912707704,0.0,31,0,0x12eecb51634c347a33ab23eca3b9cd7425133646,4273,2,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
328911.41534454183,0.0,31,0,0x9db9a282f731e6526bab4f0cb2d57409ef53ee6c,4223,1,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
26840.62701421754,0.1846700821176438,22,0,0xc65d0275a56f2885a19fc1e609b2f81fa0f9e61c,4220,258,779.3077465364572,4,1.0,4,-1,0,Low Risk,Regular,High Diversity
152170.73391089018,0.0,31,0,0x244fe685d8737c45f86aaf282cb495290d8b1699,4040,4,0.0,3,1.0,3,0,1,Low Risk,Casual,Single Game
168628.02359437646,0.0,31,0,0xb2107fcca2fb188bc7f6bbaba01fe3847e8b45e2,3984,3,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
42648.70882202652,0.0040426816160133,21,7,0x0f30f0f805bb0298c8163f13682d5a9084a4a25f,3922,205,15.855397298004291,3,4.0,4,-1,0,Medium Risk,Casual,High Diversity
57944.09427880471,0.0133548213806071,30,0,0x72bd098b13909d6364faf45c38ac719128c5c52c,3723,94,49.72000000000023,4,4.0,0,1,1,Low Risk,Casual,High Diversity
157204.5314347116,0.0,31,0,0x52ac33eee46c78fc7f97f236f39ebf7ba00f6aee,3722,4,0.0,3,0.0,3,0,1,Low Risk,Casual,Single Game
166421.91111110913,0.0,31,0,0x6e309187554d8dc62ced73849d74dbc178873015,3645,1,0.0,3,1.0,3,0,1,Low Risk,Casual,Single Game
154798.57171145736,4.555325527186316,30,0,0xf1eab0fb12d20b7b251352cb42493e0c9045f175,3535,23,16103.075738603628,4,0.0,2,-1,2,Low Risk,Whale,Moderate Diversity
403399.2934472932,0.4724070681329976,29,0,0x1d8f2d84a652af47278d60c98280a6ed1437c96e,3510,117,1658.1488091468216,3,0.0,0,-1,1,Low Risk,Power User,High Diversity
88563.68222158731,0.0,31,0,0x2436a65ece68857e4fa1689cb6d856058d4492a4,3493,1,0.0,3,0.0,0,1,1,Low Risk,Casual,Single Game
88806.83500717473,0.0,31,0,0x694ebeeed4e23aa92e874577919b74939c5484c7,3485,1,0.0,3,0.0,0,1,1,Low Risk,Casual,Single Game
87957.99394289103,0.0,31,0,0x5363b1b9c411e589a9aefc82282074582bd6dd4e,3467,1,0.0,3,0.0,0,1,1,Low Risk,Casual,Single Game
248998.37017696557,0.0,23,0,0x14c554d3842f0f2fcc7bee46e62010d03a6a1342,3447,1,0.0,11,0.0,1,-1,4,Low Risk,Casual,Single Game
142563.84329896627,0.0062456126433016,31,0,0xd55bba6c6d7d61ce35ecb19048844ecd1e618d90,3395,17,21.20385492400927,3,0.0,0,1,1,Low Risk,Casual,Moderate Diversity
90125.90637037164,0.0,31,0,0x0bafb1e367c3a251af13480371aabc49b38760fc,3375,1,0.0,3,0.0,0,1,1,Low Risk,Casual,Single Game
60156.22818991294,0.0137032640949554,7,23,0x03a17be44de8118800a4abe472b5a1e11b91006d,3370,15,46.18,4,0.0,1,-1,3,High Risk,Casual,Low Diversity
20999.99999999929,0.0069602657287124,13,7,0x81a0786231feabf9d9f7d1b63540d0ec0c656066,3335,351,23.21248620525593,7,4.0,4,-1,0,Medium Risk,Casual,High Diversity
78437.15565891478,0.0001351462862378,21,0,0xdbfcf387aa08d38a3f92178e5771b8e9b783c4d5,3225,5,0.4358467731170054,4,0.0,0,1,1,Low Risk,Casual,Single Game
118207.86882004241,0.0,31,0,0x7a88060024b31f0c529074b41f7b5b60b7e401fc,3034,2,0.0,3,0.0,0,1,1,Low Risk,Casual,Single Game
30294.984732823963,0.0067459525743125,29,0,0x26b862a58281b10bf3184ac8e2ae6cf50950cb6a,3013,195,20.325555106403787,3,0.0,4,-1,0,Low Risk,Casual,High Diversity
44767.357118352695,0.0043288867063364,13,0,0x8d049aa37690de6fb2cbc1cc7cb97dbc0930c804,2915,226,12.618704748970822,4,0.0,4,-1,0,Low Risk,Casual,High Diversity
51834.76464471226,0.0,30,0,0x2fc617e933a52713247ce25730f6695920b3befe,2885,2,0.0,4,0.0,0,1,1,Low Risk,Casual,Single Game
95171.03321678599,1.2302562237762231,30,0,0x478818924d4eb945df38ac4d64f291b0edfebe9a,2860,5,3518.5327999999986,4,0.0,0,1,1,Low Risk,Power User,Single Game
