average_gas_used,average_value_sent,days_active,days_since_last_transactions,from,transaction_count,unique_address,value_sent,wallet_age_days
7.728231818181847e-14,0.0,28,0,0xbf7dc9bb8551ec67e5ead41def849918f9975ae2,264,2,0.0,4
1.0378250378787885e-13,14.584469696969697,13,8,0x19172549a42b5f0aff75173b83b7814144382c70,264,17,3850.2999999999997,5
1.6628187500000012e-13,0.0680964832341267,30,0,0xac88142e404641d9d5b50aecef229bef4e5ab1a2,264,24,17.97747157380945,5
1.1044406060606073e-13,1.0652521363636052,17,4,0xae0589680192082cb29ea5053f351142adf098cc,264,16,281.22656399999175,4
3.6215634090909085e-13,6.096976833340243,31,0,0x412796317d0c99de317c1811c05229102904c672,264,22,1609.6018840018241,4
9.860796969696966e-14,1.5559848484848489,29,0,0x357087d796ae19ce79beccb6f2aaf60c3c1bca6f,264,11,410.7800000000001,4
2.3801849242424225e-13,6.042630108463299,30,0,0x8db6d84b4661429d59f175155cbf280bd0a2db03,264,24,1595.2543486343109,5
8.174438636363657e-14,14.3763579474141,11,8,0x9a155cf23060dc891a34a8918c1d57571999786e,264,7,3795.358498117322,7
7.864371590909073e-14,14.776515151515152,11,17,0xf6f99c88f8a8be2d7ce31d1c23b98b26d21ae94f,264,9,3901.0,6
1.2461146387832662e-13,4.268097223536933,28,0,0x01a17042d3770b76c53efb9cec8765d9f2435558,263,12,1122.5095697902134,4
9.499439543726256e-14,14.205427017409125,24,1,0xb0993f4485488d34e2e8975f7db9f16578c8d67d,263,9,3736.0273055785997,5
2.4875479087452483e-14,0.7410264582521965,1,16,0xe78209461cf584292d88add36040a2b119c3721a,263,257,194.88995852032767,17
7.818925095057059e-14,0.0,26,0,0xdd351490846c4ba52ba6b98ccd07dbed0cb0297d,263,2,0.0,4
9.917802281368785e-14,0.03433471986691692,27,0,0x3ffac980daac7e34fe395a07afa5728a4dee3393,263,52,9.03003132499915,4
2.2407268060836503e-13,6.1663592208603095,31,0,0xaad033ed28a4042e77a2dafa1a2a2b24cb24616b,263,32,1621.7524750862615,4
6.971938935361204e-13,0.02957733834526485,29,0,0x7832d822ed8468f3dc2eb719c6c706681821be00,263,17,7.778839984804655,4
3.58751178707223e-14,0.8667680608365026,27,0,0x85c51a512b17701afad486bb7d79d51c261f9afc,263,42,227.96000000000018,4
1.284734732824426e-13,171.5994441767294,20,0,0x9a5de210f4ec8d92acee059007a85c939ce7e479,262,22,44959.0543743031,8
1.9991717938931296e-13,2.3066997450019646,30,0,0x5316bc4c72e6baee33213a525a2ebb4dcf5296d6,262,26,604.3553331905148,5
1.9654727099236632e-13,0.009059004745651123,31,0,0xd942723cc196b226dce95407d8717fef3e0af8a1,262,18,2.3734592433605943,4
9.863113358778635e-14,0.0040729954715534875,28,0,0xedccdebdc147c2d569828e660301729582269d61,262,12,1.0671248135470137,4
1.7299530152671753e-13,7.985763358778628,28,0,0x73685f72aff7ff8e2da6bf5b1d886eceac1f9bb5,262,14,2092.2700000000004,4
1.7062742911877353e-13,0.2004621839113061,5,9,0x33a78c693b82115127fa7e69de0785c6ec7c8be4,261,102,52.32063000085089,9
1.28219429118774e-13,0.34607194358390575,31,0,0x009045f4e335bf6950795e4e842aa5b803703a66,261,19,90.3247772753994,4
1.8277330268199215e-13,6.286827370827701,23,4,0x4f64e810b0f535f6b4b5070048d1a0220a612abb,261,35,1640.86194378603,5
1.5263875478927205e-13,0.010703610414089033,31,0,0x275818175c6d6cf057fc09815d3636ce8dce4f2d,261,18,2.7936423180772376,4
1.7468674712643693e-13,0.007980919178830218,30,0,0xfb30e408d00cffbe30ded7b7415cef0b8f039640,261,14,2.083019905674687,5
4.02736731800767e-13,0.07389524895967595,30,0,0xfcd625e08ed35eba028649245a6c8cc064db34c1,261,10,19.286659978475424,4
4.1120983141762486e-13,0.03314778906937403,30,0,0x76b70ad38fee90b6aec1c350b102b209c907bb33,261,14,8.651572947106622,4
2.3501069348659025e-13,0.5422991569209944,30,0,0x788b3ccf3eb80da661f0ab7645f1ec4ace7b3895,261,28,141.54007995637954,5
1.1709196934865908e-13,0.0038314176245210726,30,0,0xc836c90c792c707c3652e6e525f638c06106aab4,261,17,1.0,5
3.339725517241379e-13,1.0175610362337921,24,0,0x0957f54744b7a459cf297f5dcd770a6b49cd93dd,261,34,265.58343045701974,11
1.8465847892720305e-13,0.01051110451294969,31,0,0xd0d4ca342bc3511da4e042894f13ab61456077ac,261,18,2.743398277879869,4
1.9594781153846167e-13,0.7885815224937155,31,0,0xdba5823f1c8b290fb7c36545019e53726f8b456a,260,22,205.03119584836602,4
3.4283046538461536e-13,0.019544409058065322,27,0,0x82ed7d2e266aac35e90d7d9f405a24e92ef82cc5,260,14,5.081546355096984,4
2.1101928076923086e-13,1.170876595464767,29,0,0xbb63c75a47789220ed9427cda78d2d8130a54e11,260,21,304.4279148208394,4
1.522352076923075e-13,0.04634615384615384,24,1,0x83fdfc121b49b57e2573107195fbd0121b7bdaf3,260,25,12.049999999999999,5
7.722875384615404e-14,0.0,26,0,0xd0d190c69ea3f172b591ae9e7918e844c8e25d0e,260,2,0.0,4
1.1164597307692311e-13,0.015492685137308764,30,0,0xeb3c1a74fbd50bc4a19e55ecc39e8adffb3b7f28,260,26,4.0280981357002785,4
4.768937384615388e-13,0.02676885937477247,20,6,0xa4acf3e0b0c36691c04ac416ab523706e6e48146,260,9,6.9599034374408415,5
1.5867110384615382e-13,0.19928627113150077,29,0,0x5ef0fe2c17ef2a467833ef8d585b5c54b5aa682b,260,30,51.8144304941902,4
1.3588219999999958e-13,29.129185446783758,30,0,0x05a9587ef0264e0cefbc24810d1c0335fb2fd5bb,260,24,7573.588216163777,4
2.2098832432432445e-13,12.368320940736178,12,0,0xcf26c371a40fe9e707ef52be34180f0e8f5c8ac0,259,15,3203.39512365067,4
9.077531660231679e-14,0.0,30,0,0xdd52c7806d26660cb680af7f1ee396d7dbe67073,259,11,0.0,5
7.669297683397699e-14,0.0,25,0,0x58e357a17715ff8fdc0d319f1666d5b32238b8f7,259,2,0.0,6
2.1921530501930483e-13,8.877121824307535,26,0,0x083e67b0720a85833d72718c13bd1d796ce025e9,259,37,2299.1745524956514,5
1.6732067181467175e-13,4.781297780242558,31,0,0xab15444ed89d1fdc4e0a4d203e47dd8c9b5cee9f,259,33,1238.3561250828225,4
7.817930501930482e-14,8.020349412458675,14,8,0xbf1403ecf877c4ce03b841015a605e07aae26ddc,259,10,2077.2704978267966,6
7.639397674418628e-14,0.0,24,0,0xf28ef254fda757915acdb71d1ab360dc6d978508,258,2,0.0,4
2.3508166666666646e-13,1.0341108697795742,31,0,0x2d68c380de50eb3a3c52cf5ecb73d302c8c42cf8,258,18,266.80060440313014,4
3.548329224806199e-13,2.151445759872118,18,2,0x0e0f064cfe3fed19741a7d1b98c36bb3c5b675f9,258,17,555.0730060470064,4
2.0221664341085277e-13,3.790060139185082,30,0,0xfbfc242463dab877caf8cd7a7ba6cf8607bebde1,258,29,977.8355159097512,4
2.8452137209302325e-13,19.47752910489462,30,0,0x6c8ac4c05306c6b16c129c6480902742944c18d0,258,17,5025.202509062812,4
1.8055957364341092e-13,0.008499230295300786,29,0,0xcfac72108275634bea5a08733ecd8200a5566225,258,18,2.192801416187603,5
2.423420116279069e-13,0.9185813953488372,23,0,0x56dbe9809a002eed4149862ee1a58ca466cc27bf,258,11,236.994,12
7.864869379844926e-14,9.008410852713215,29,1,0x855b5e6936c850df3b25412092d9cf1fd3cc1d1c,258,99,2324.1700000000096,4
8.534135658914743e-14,0.0,27,0,0x0384a86a8d4e36f56decbe03868c1b840cf3aeab,258,6,0.0,5
1.687764806201549e-13,0.0014678814724949163,30,0,0xa73fbf0b441dd673e4bd8f7e559f660560548bb5,258,14,0.3787134199036884,4
2.1748521705426337e-13,0.01923568021577556,30,0,0xb14cffd3d55f692ff6dfc3e0f6060bd7b8a90b7f,258,27,4.962805495670094,5
2.444897782101165e-13,0.02081132635595614,30,0,0x2a258b37952ad38160cc212853eafd88a9238cab,257,28,5.348510873480728,4
2.879008949416342e-13,2.851706674443771,30,0,0xb7c0c29e941ec1c25f1c8ec967ceadc77bfc9d7d,257,22,732.8886153320492,4
2.3003797665369657e-14,0.4937476268171412,5,0,0x55db6f671246e462070fcce94f6195c07ea07b5c,257,254,126.89314009200528,29
1.445462529182877e-13,0.004073283033527805,27,0,0x71a94932e864c138ca2fcbd3ac131147071cb941,257,20,1.0468337396166458,5
1.9306462645914403e-13,0.39848926041640365,26,3,0x79165d30086a2e80e1fde5e3438b69fab27eb8ef,257,48,102.41173992701573,5
2.0635480155642009e-13,0.024115933924922995,31,0,0x4cdc20cfce6cf61103a9eb30f1a7f1c14994560f,257,18,6.19779501870521,4
1.8280271206225708e-13,0.05769691790662568,31,0,0xdbb85254c2611e11d6b66fcb117014756c26f509,257,25,14.828107902002799,4
1.4369789883268494e-13,0.02395712589712571,31,0,0xb851c6c7ef353e1ff0c9271dbe0f57009dbfd3c2,257,22,6.1569813555613075,4
9.862545252918287e-13,23.073048276406762,29,0,0x5d076920229c7872cc8eab090d84e6f23ef98337,257,21,5929.773407036538,4
1.5267074708171212e-13,0.01977754757027781,27,0,0xd86a8002755e16362ff01ce6ee9c5c4984f8bb39,257,18,5.082829725561397,4
3.227502723735409e-13,5.658727913151751,21,0,0xef0638b1a93ca7a70a72c2c2b852036e0cd1def8,257,9,1454.2930736800001,11
2.3003797665369657e-14,0.4898143968871592,5,0,0x6dd6c74c8189df806c8d4ec21b818e2f9134030a,257,253,125.88229999999992,29
1.6064268749999962e-13,2.146960620466074,28,0,0x3b1aee31f24ec7c6cb09e23fb8437c1d4bb61aaa,256,16,549.621918839315,4
1.6717778906249986e-13,0.0,29,0,0x91e5ee1e393761b11613472398691b74482ae0b3,256,11,0.0,5
7.807967187500033e-14,0.0,23,0,0x1e58ba5e4b02574dcd7c586ee8423043c0b028c1,256,2,0.0,5
2.301162500000001e-14,0.11771777343749995,5,0,0xa95d81ce04bb816b0775e9b0d647e12cd64ff746,256,252,30.135749999999987,29
1.8026380078124998e-13,0.05036961600167355,30,0,0x791438254d4252a6b1c04303da17a6cc64b79802,256,16,12.894621696428429,4
7.646842745098052e-14,0.0,20,0,0x48072576bb0db8804a8fcbbb5a7652d5068e7c60,255,2,0.0,4
1.4754379607843122e-13,0.01098256958074782,29,0,0x033ca623da33b202e3de6576bcf6670e89b27efe,255,17,2.8005552430906944,4
2.3019513725490205e-14,0.11769561568627449,5,0,0x3e03c1dcaf5beb827b448d7ce1c525b4aa2cac21,255,252,30.012381999999995,29
1.5140326274509805e-13,0.006250648591415007,28,0,0x1a91b8fc7adf065b7e588fab53c7b6163b04da07,255,15,1.5939153908108268,4
1.9352995686274516e-13,0.28326939608575546,31,0,0xdec9ef045dac811b177c8537e50994728c998c54,255,22,72.23369600186764,4
2.0597695294117663e-13,5.623684705882355,24,0,0x5a497dd7890c7cb0a3419724f253615b4d4317a2,255,23,1434.0396000000005,5
7.387657254901948e-14,37.3865879796687,13,7,0x99b4d10e8fc3d4f3671ce9f9e7213fa8b1201b56,255,7,9533.579934815518,6
7.653261568627435e-14,2.0392156862745097,11,17,0x40705aae1216d03a40675a1fedcfe75a21ee8d17,255,3,520.0,6
2.3019513725490205e-14,0.11801838039215688,5,0,0x0c6c401e008a8f77bcf5e1aca5b89c4f5ef70ace,255,251,30.094687000000004,29
5.190799882352939e-13,3.675174733616724,30,0,0x2be1920247ccb233260fba0bf92b61fa5b29af09,255,22,937.1695570722646,5
2.8214189019607866e-13,22.581570979066445,30,0,0xbe7e0bcd969074df5afc7b61d1636d3f81b74198,255,47,5758.300599661943,4
2.3019513725490205e-14,0.11702416078431377,5,0,0x014b1e92b6eec5b5c4d3ec1a0121400ee2222764,255,252,29.84116100000001,29
2.3711123529411766e-13,2.044708960660205,30,0,0xfc6ba5e6adbc81699fef7352de052a151a102f7d,255,12,521.4007849683524,4
2.3027464566929146e-14,0.11765842125984255,5,0,0x7aa6aeca81d0781655528f324be50a729337ea89,254,251,29.88523900000001,29
1.9423977559055103e-13,1.8856762105727065,28,0,0x1439c87f8fe95bc333499c09209b4cd44cc2f5e3,254,26,478.96175748546744,4
2.3027464566929142e-14,0.11761422440944887,5,0,0xad8d324556b019165597ee6df399a9db4ef841b4,254,251,29.874013000000012,29
2.1196717322834615e-13,0.020328678004578177,27,0,0xe40b9121972dfce7f9af4228288986717f26c3c4,254,23,5.163484213162857,5
2.090192952755905e-13,0.011869008578787844,29,0,0xf2d5b0668e805aaa6c0f61ef4b1f168011bfd9e2,254,23,3.0147281790121125,4
1.657897401574804e-13,0.12568841046889526,27,0,0x1982b5da985580c1d0b580fd0af36216b7c20637,254,13,31.924856259099393,4
2.126768543307084e-13,0.6586338120853441,30,0,0xf4730ef39874124b6fedb558b8b8ef1cf9219f43,254,30,167.2929882696774,4
1.7065746850393692e-13,21.514908215227013,30,0,0x29b848b314bf77b2642605948c57fa19e87b7be2,254,40,5464.786686667661,4
1.7860176377952741e-13,0.7061674547345184,28,0,0xb6c6adace28499ef5c0a7e19555dbc590ce2a9fc,254,23,179.36653350256768,4
2.3027464566929142e-14,0.11759680314960634,5,0,0x4f51d29c04529755a6b0f1e4f7687f8c0ee4b8a5,254,251,29.86958800000001,29
2.1026713385826706e-13,4.06610874272142,31,0,0x90b40e79bd56b99c9ecdd7c81766fefdf9c0e94b,254,17,1032.7916206512407,4
8.678716996047425e-14,9.328078767030288,15,7,0xe4ba382cbd39004345121a6a5e0c721d5448028d,253,14,2360.003928058663,6
2.21503588932806e-13,40.395256916996054,24,1,0x7775524c9ab7543915bb5ce2310fe25787d82de5,253,13,10220.000000000002,4
1.5368875098814207e-13,0.8367588932806322,29,0,0xecc2c98a7b4f938480057ddbfb703105c2e61d1b,253,22,211.69999999999996,4
1.0813874703557293e-13,6.11090909090909,31,0,0xfd755b544580079fd9b8847f5be98ec7c5650b82,253,17,1546.06,4
2.448763320158102e-13,1.2428673593814836,28,0,0xb030ab6f4352222a972e578c4d876d62ccf9dbf5,253,23,314.4454419235154,5
2.090860830039525e-13,1.1349675539382487,30,0,0x08d026f3f20c2d8215a5e0c833c1c833a636e80a,253,30,287.1467911463769,4
2.2571972332015835e-13,0.011340697659865237,30,0,0x8b116d0f72ebf6d229e77bd77eeba453aa0b04ba,253,19,2.869196507945905,4
3.155166521739133e-13,0.14357799826995124,30,0,0x2d26b5dcde892c6b684cb02fb2e00f0829c85763,253,17,36.32523356229766,5
2.6176349802371536e-13,19.417331951266103,29,0,0x80b9a7b9c26d97dde03b8ef00e4cece023e58691,253,28,4912.584983670324,4
1.6588822529644262e-13,0.007813375619171501,30,0,0xcab51282cbfb7b3a6e30880bf9b5a8505040dfe6,253,16,1.9767840316503897,4
2.180243359683791e-13,3.525118975251082,31,0,0xfcc5f34e4a40cef175746449a284637d992423b1,253,24,891.8551007385238,4
1.67398422924901e-13,0.009863802944951382,30,0,0x1fa33d56b61f4f81ef5fb61b57dd1c2e9dfea037,253,18,2.4955421450726996,4
2.1361559683794485e-13,0.10265392445798417,29,0,0x66bcac1e32e2ce8dc5cc0e4396491655d4655a35,253,15,25.971442887869994,5
2.2440182936507938e-13,5.851520047946024,22,0,0x983c835738eb3c7baa5c5d41658afab709d2d698,252,30,1474.5830520823981,5
2.068686309523806e-13,0.7682827431359911,28,0,0xd502f0842657e29dfadd6747c9f232f37b3128d7,252,21,193.60725127026976,5
7.9822611111111e-14,0.0,30,0,0x4f922207b4f9d86c37f0d5428f154ae1b4a536a2,252,9,0.0,5
2.204092261904759e-13,0.003968253968253968,26,5,0xed5a967cf31e94a5eef173dff17c2222ef17b502,252,9,1.0,4
7.051818253968236e-14,6.816311137291622,13,14,0x666e597694e24301289d257de5c95b7e50b381b1,252,10,1717.7104065974888,5
1.5392238492063502e-13,1.7578654727856584,27,0,0x922f89fb751de2050c3feb43b62b129597e2bae5,252,23,442.98209914198594,4
1.7009123412698394e-13,0.0,29,1,0x7e483d61082e3e5fb442938a608c5d869a8e881a,252,12,0.0,4
2.357796269841271e-13,0.8856286483542406,30,0,0x951eeeec3263c97825edddcb266755256a8ba081,252,23,223.17841938526863,5
2.3293737848605527e-13,6.765056497342378,8,0,0x151eb77adf6d9c963d680043ddff2f49cb791346,251,18,1698.029180832937,27
7.415966932270933e-14,0.0,25,0,0x5e5ed40d2fbc4c75a658696f9d289eef0fba49f3,251,2,0.0,4
5.416593027888461e-13,0.23651394422310804,28,0,0xae886759415a2f11c12501701a7c6e57823869c7,251,6,59.365000000000116,5
1.7817109960159353e-13,28.660201499930483,30,0,0xe570da4986b58de25af684718820efde1bf4d014,251,25,7193.710576482551,5
1.0290740239043802e-13,0.03884462151394424,30,0,0x7f7fa6cc0f98a5d5ff79a51b291bcc12403eb66c,251,20,9.750000000000004,4
2.1000000000000008e-14,0.2385730438247011,1,4,0x3ace57b3c55ff15e771e1a33929e3e151e1b1b6b,251,249,59.88183399999998,29
2.4753158167330656e-13,2.8101457824729756,30,0,0xffb71145276dc52c981abb4d3a05fab666365214,251,38,705.3465914007169,4
2.1000000000000008e-14,0.23852594422310736,1,4,0xfe8121cce152dc32b41ca511bacce5da7198e21a,251,250,59.870011999999946,29
1.3256669322709131e-13,17.341478749469648,16,0,0xb23979d6af212f2cd18b3d41e89ce28c8b0fd32e,251,11,4352.711166116882,19
1.8340320400000014e-13,2.835116697147267,27,0,0xcecc6f4b431463ae2aadd2f9f1b5a9e8aa619614,250,12,708.7791742868168,4
2.141753320000001e-13,0.019543152172838286,31,0,0xfc27008ed3355d5c28652f7fa619b8f9511a2a19,250,14,4.885788043209572,4
2.1000000000000008e-14,0.11947150800000007,1,4,0xf519f832d5e25f89f39c5ef7e40d3b1384461853,250,250,29.867877000000018,29
2.1876023600000003e-13,0.2932197257528971,26,0,0x2e45c267b525435accc02bf4d37f03a97b624081,250,28,73.30493143822429,4
2.2424584799999964e-13,7.565483352835307,31,0,0xb756dde33b66b68aaa93783a516a34a6cf0134f7,250,23,1891.3708382088269,4
2.1000000000000008e-14,0.11946599999999988,1,4,0x54d98134249a89349fe0f1f5c232a035b5f4ea03,250,250,29.86649999999997,29
1.568495119999999e-13,0.0061345395797753575,31,0,0x6e77f0fb0bdc97336665596a8ccce3fec61e8999,250,18,1.5336348949438394,4
1.8143416400000017e-13,0.0067309038258182635,30,0,0xb5da3589192ab3a965a5bd535f3131430807dcba,250,24,1.6827259564545658,5
1.6155107199999976e-13,0.5708,10,0,0xb75ab820c85d0cb97576d2a034889fbab89f9f61,250,4,142.7,17
1.6370449600000007e-13,0.06569514009873606,30,0,0x48a8374a88dd9a3ee9b147eb0e6395d4ea8f5d7b,250,18,16.423785024684015,5
2.1859104e-14,30972.371535986593,29,0,0x26b4a21f4c345dbb7891fafe8cde0a6e84c5034c,250,3,7743092.883996648,4
1.9146084000000005e-13,0.0020425825559157703,30,0,0x2ea8d34ec7edba816aa65a6ab358c61e830a3fd9,250,17,0.5106456389789426,4
7.001617600000021e-14,1840.0,11,0,0xd53000053e91597add02e491536628c40c9072d8,250,4,460000.0,6
1.9237194800000002e-13,8.246852954833932,28,0,0xe49c91982d30b62cd71b70c1aff2621a978031a8,250,25,2061.713238708483,4
1.9045127309236935e-13,0.010575542590113373,30,0,0x0d62d0a6eb6b3dd38ac4f959258c07b8ba35a940,249,21,2.63331010493823,4
9.698626104417698e-14,6.889678714859437,13,8,0x26a40e165ced29968ccb80d0e385bfd19c5258c6,249,7,1715.53,5
2.289102811244981e-13,10.217699640759333,28,0,0x20ea9de96a600defb677f2bc7753614206b674d2,249,25,2544.207210549074,5
1.4938770281124505e-13,0.008028557746191656,31,0,0x98b7a992036cf77a6c9b25bf1bd1d67a40ee9f47,249,20,1.9991108788017224,4
1.616473293172692e-13,0.011861326153266153,29,0,0xcaa8990e5f48582fdf8c65a743e975247bb99b9f,249,19,2.953470212163272,4
1.4419645783132528e-13,3.015731795529795,29,0,0x49cbeea47d0b7764c9a10ddc11bef8e5911ba8ff,249,20,750.917217086919,4
5.597918072289132e-14,300.01672655470395,16,6,0x462f628985359893a5dc33646fa967a8cb430d47,249,62,74704.16491212128,6
9.403724096385527e-14,0.0,31,0,0x99df0c1d9df2924fa5580cd2d897d220a7688952,249,15,0.0,4
1.7093639112903215e-13,0.13686482626580004,31,0,0xea5d26d00eb90e87ae98d817ee74486db02771f0,248,23,33.94247691391841,4
8.662978629032245e-14,6.60683927980998,11,7,0x158fdad6ae2b26a554fbf21607ce16d0b3bf400b,248,4,1638.4961413928752,7
1.6718076612903217e-13,0.2710822365242334,30,0,0x162c8f1bd70d231bf5e665d6ae02b7a526cb2676,248,17,67.22839465800989,5
2.938305120967742e-13,29.776046122971163,26,0,0x51422aa977464690f786db8adc042394f5ef6653,248,30,7384.459438496849,4
2.394124677419359e-13,66.19728367698565,27,0,0xcf5bd94eebe59a635baabf8a8f7719f14aef9dd7,248,32,16416.92635189244,4
2.8109735887096784e-13,0.022685665758721035,30,0,0x61115bc22b646a912f6286031023f36057f3dc15,248,19,5.626045108162817,4
1.8353470564516092e-13,0.1506048387096775,7,1,0x6e6ba630bb632a879cf690da350a3420e69ba6a5,248,74,37.35000000000002,17
1.6470437096774192e-13,0.06738539705910139,30,0,0xdcb480f6c13693ace269e2f01bca433933bb4c3d,248,13,16.711578470657145,5
2.5856307661290306e-13,0.08184429236154561,30,0,0xd2124a7fced54d6944cb4cfb315e26f11c3354f3,248,26,20.297384505663313,5
1.7702071255060728e-13,0.01686177358834185,30,0,0x3cd07e70012d3e201c706f40da76a22ca58a449e,247,19,4.164858076320437,4
4.142702510121458e-13,0.8501240283595609,14,14,0xc8dae6e1964039c8444171928bd948b771635fc5,247,6,209.98063500481155,5
1.656984817813765e-13,0.014478501591598417,30,0,0x4320dab447ce489ece6782920e049cb1c78c3e20,247,20,3.576189893124809,4
2.8790708502024295e-13,2804.3029936372277,28,0,0x4fab60526eacc1b0d75acc95347295a61ff270b5,247,2,692662.8394283953,6
1.6888261943319823e-13,0.06560791234942416,30,0,0x7fc40c90556945f292275a73021448e4aa86073f,247,25,16.20515435030777,4
1.7842765587044538e-13,0.012857914811024223,28,0,0x9c30faf623b6c6abb299f2520c89c809fd6c90bd,247,18,3.1759049583229833,4
1.8819668421052626e-13,10.683534421079262,29,1,0xe703b0dda16f968c8c1e338cb215a6c2baff997e,247,24,2638.8330020065778,5
4.580825141700414e-13,21.23898231634897,21,0,0xd12c9f70ea85dd2e9a47aae4ed3f91d37f55562e,247,10,5246.0286321381955,5
2.8751972874493967e-13,7.490233865634454,28,0,0x1bfd32703ab73b1f8305ef1d989400b325141d78,247,33,1850.08776481171,4
1.9808320242914984e-13,2.875032386404213,31,0,0xd68d29187ac84182517b4c3e8d328f3dbbbeebac,247,29,710.1329994418406,4
2.1452760162601635e-13,0.015856580295762316,31,0,0x7d3960979cef2af325fde3117a40ec5f18a06657,246,19,3.9007187527575296,4
2.3548278861788615e-13,17.50992682926829,31,0,0x0d9ab59e5617a04956198ed1f58093dcd972b335,246,15,4307.442,4
4.3526083739837435e-13,0.025916149449386017,30,0,0x53da6e77c9a3289187cbc664788766fb28bdf72e,246,19,6.375372764548961,5
3.656686788617887e-13,2.8529411900797093,24,0,0x2203e7ad2163553f02293122ef28bb7eef559744,246,8,701.8235327596085,4
1.0435918699187012e-13,24.192374184782846,14,8,0x77f0ed49d04a8ddfae6948aae60e69d081ef0b91,246,15,5951.32404945658,5
2.1937043089430875e-13,22.536793882761263,27,0,0xbb6d2c997d38d068ac721978c6ac0c75d65c32d1,246,25,5544.051295159271,4
2.454008861788621e-13,0.017520856078187246,30,0,0x2e46fb28d91e812c961c8fbbc2fb78036405c96c,246,25,4.310130595234063,4
7.590673983739853e-14,0.0,25,0,0x1d7f1ec45c3aab16c7986073422871b0e57536fe,246,2,0.0,4
1.7657429674796763e-13,0.012012856505335578,31,0,0x1c37de5d4fc59fa3785ab6540fc0dc660697060e,246,15,2.955162700312552,4
1.8975937804878035e-13,0.010498389151299458,31,0,0x0d74746333bb809f098a920e31011b047172ce31,246,20,2.582603731219667,4
2.309495975609756e-13,0.014656188820061878,30,0,0x69853572cc0d204dec3d46405beca5a648ed8adb,246,18,3.605422449735222,5
2.005467795918367e-13,1.155116366045529,31,0,0xa52eb5501e9f207f71d8486835338758a7949dda,245,25,283.00350968115464,4
1.59057375510204e-13,0.0057257116010244035,31,0,0x3b6793b558a75e49cbb106e24420c8e417664b81,245,17,1.4027993422509788,4
8.64088571428568e-14,13.27927320371882,16,7,0x899aff9c08704afe2448293f7be0100072031d79,245,9,3253.421934911111,6
2.383246367346938e-13,5.557739199217002,30,0,0xa7f94a99e4fdc278c093a1e1d525e185ecc5bf21,245,20,1361.6461038081654,4
7.723222448979602e-14,0.0,23,0,0x397122d14467c446dd7b2f64c859fde0917e9833,245,2,0.0,4
1.2464073877551004e-13,0.4665417300636736,28,0,0xdac6633a9855abba5dbe22a085ae7b90c406e84c,245,10,114.30272386560003,4
1.2365054693877537e-13,3.9750412765108165,26,0,0xc2b0b1ceda68e8a7b44b904812f88b3540feae9a,245,17,973.8851127451501,5
1.0478652244897965e-13,1.6871979308238712,26,0,0x776ffcf964bf4c08f806f1c7cf6541e842a257b3,245,17,413.3634930518484,5
7.789514693877585e-14,0.0,23,0,0xab14434dc49ad31927a857600309d74054837609,245,2,0.0,5
2.4874915918367373e-13,1.6208613856584089,24,2,0xcecaf11a96ad666f20ba5c3ee86a4efc505667a3,245,31,397.1110394863102,4
2.4437494285714287e-13,0.017236097633621737,29,0,0x3f08d7df5825f2b93bd2a04a97096a5f4c1f8e6a,245,19,4.222843920237326,4
3.6377661885245943e-13,4.356150521160106,28,0,0xd6bb1ab23ccc216e4b0562c6efd665f7d7bc8ecf,244,30,1062.9007271630658,4
4.3911338934426225e-13,11.451773153190754,27,0,0x9dc622e9521c0dce6b2826e785b1e3dd632f4133,244,24,2794.232649378544,4
1.8820753278688515e-13,0.0019630245597687477,31,0,0x1b66a8a1ddaefdb70cb6e7ba0dd5cf3eabc4d1b6,244,21,0.47897799258357443,4
1.1188818852459017e-13,7.341000856472546,29,0,0xa322f2977ef7b03f23f3cba4d7f543c6b059783a,244,28,1791.2042089793013,4
1.4916432377049163e-13,0.10428284130520078,30,0,0x50564572d3f0d602dea480c7f5b340333188fa01,244,25,25.44501327846899,4
1.985618196721312e-13,11.89226010163792,12,6,0xac956f964345e095f0571cc0661c97d91ddc40be,244,11,2901.7114647996523,4
1.6301071721311447e-13,0.02090163934426229,8,16,0xaa683b7b487ee0750a008d7f400c3d394f6f7dde,244,4,5.099999999999999,4
8.838881147540968e-14,40.17213114754098,18,0,0x6d4e99e839dc5d3eff0c6c328dc1604fed2f6ad3,244,15,9802.0,4
7.533616393442643e-14,0.0,29,0,0x4ebf222370242c830547b69f77d2bbda9bfd7ce1,244,2,0.0,4
2.588164344262299e-13,1.4775121017978772,31,0,0x8b25318d59b65db4ebacc828a7f77ea507f40c30,244,23,360.51295283868205,4
1.9044275409836077e-13,0.03504090308685176,31,0,0x775b8928aa812d926aac15c65ac81e9df146ebdc,244,18,8.54998035319183,4
5.168856967213115e-13,0.022386303208469606,29,0,0x555b4b6983c8b7761791e1d71f62664cce94e517,244,18,5.462257982866584,5
1.0563551229508231e-13,0.9836065573770492,5,6,0x8fc5996dc06ea2b685259105c85201fb8f17b9f1,244,6,240.0,4
1.6566686885245887e-13,5.0082581967213065,27,0,0xbf5c4b8fac9b365781f8b3882503411d4711c9a3,244,73,1222.0149999999987,5
2.0273053497942383e-13,0.0037753318695014746,30,0,0x3fba6031f827d8152c36e545d1b483a73ff4d7e3,243,21,0.9174056442888583,5
